"id","judge_id","challenger_1","challenger_2","winner","start_time","end_time","pool_number","survey_id"
929350,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Cerdocyon_thous,Pithecia pithecia,Cerdocyon_thous,2020-04-23 18:19:18,2020-04-23 18:19:23,1,13
929351,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Evarcha_arcuata,Vipera_ammodytes,Vipera_ammodytes,2020-04-23 18:19:23,2020-04-23 18:19:26,1,13
929352,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Thalassarche_cauta,Ara_ararauna,Thalassarche_cauta,2020-04-23 18:19:26,2020-04-23 18:19:30,1,13
929353,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Ateles_hybridus,Canis_lupus,Ateles_hybridus,2020-04-23 18:19:30,2020-04-23 18:19:35,1,13
929354,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Dendroaspis_angusticeps,Papillon,Dendroaspis_angusticeps,2020-04-23 18:19:35,2020-04-23 18:19:36,1,13
929355,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Panthera_tigris2,Panthera_pardus,Panthera_pardus,2020-04-23 18:19:36,2020-04-23 18:19:43,1,13
929356,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Chroicocephalus_scopulinus,Thalassarche_cauta,Thalassarche_cauta,2020-04-23 18:19:43,2020-04-23 18:19:46,1,13
929357,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Vicugna_pacos2,Hemicentetes_semispinosus,Vicugna_pacos2,2020-04-23 18:19:46,2020-04-23 18:19:53,1,13
929358,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Callithrix_penicillata,Ursus_thibetanus,Ursus_thibetanus,2020-04-23 18:19:53,2020-04-23 18:19:56,1,13
929359,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Phacochoerus_africanus,Iguana_iguana2,Phacochoerus_africanus,2020-04-23 18:19:56,2020-04-23 18:20:00,1,13
929360,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Choloepus_didactylus,Euphractus _sexcinctus,Euphractus _sexcinctus,2020-04-23 18:20:00,2020-04-23 18:20:07,1,13
929361,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Crotalus_atrox,Arctocephalus forsteri,Crotalus_atrox,2020-04-23 18:20:07,2020-04-23 18:20:10,1,13
929362,C_13_judge_b793a236d45393a026e7923e79ea2f4d,Myocastor_coypus,Choloepus_didactylus2,Myocastor_coypus,2020-04-23 18:20:10,2020-04-23 18:20:16,1,13
933988,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Callithrix_penicillata,Dendroaspis_angusticeps,Dendroaspis_angusticeps,2020-04-23 21:05:43,2020-04-23 21:05:47,1,13
933989,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Pan_paniscus2,Aepyceros_melampus,Pan_paniscus2,2020-04-23 21:05:47,2020-04-23 21:05:50,1,13
933990,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Loris_tardigradus,Canis_lupus,Canis_lupus,2020-04-23 21:05:50,2020-04-23 21:05:53,1,13
933991,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Pan_paniscus3,Ailuropoda_melanoleuca,Pan_paniscus3,2020-04-23 21:05:53,2020-04-23 21:05:55,1,13
933992,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Neofelis_nebulosa,Hylobates_agilis,Neofelis_nebulosa,2020-04-23 21:05:55,2020-04-23 21:05:58,1,13
933993,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Malpolon_monspessulanus,Pan_paniscus2,Malpolon_monspessulanus,2020-04-23 21:05:58,2020-04-23 21:06:01,1,13
933994,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Cerdocyon_thous,Naja_naja,Naja_naja,2020-04-23 21:06:01,2020-04-23 21:06:02,1,13
933995,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Eulemur _coronatus2,Ursus_maritimus,Ursus_maritimus,2020-04-23 21:06:02,2020-04-23 21:06:04,1,13
933996,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Gyps_rueppelli,Rhinopithecus_roxellana,Gyps_rueppelli,2020-04-23 21:06:04,2020-04-23 21:06:08,1,13
933997,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Spheniscus_humboldti,Hypsignathus_monstrosus,Hypsignathus_monstrosus,2020-04-23 21:06:08,2020-04-23 21:06:11,1,13
933998,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Oryctolagus_cuniculus2,Miopithecus_ogouensis,Miopithecus_ogouensis,2020-04-23 21:06:11,2020-04-23 21:06:14,1,13
933999,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Varecia_rubra,Lycaon_pictus2,Lycaon_pictus2,2020-04-23 21:06:14,2020-04-23 21:06:19,1,13
934000,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Canis_lupus,Eulemur _coronatus,Canis_lupus,2020-04-23 21:06:19,2020-04-23 21:06:22,1,13
934001,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Python_regius,Ailurus_fulgens,Python_regius,2020-04-23 21:06:22,2020-04-23 21:06:24,1,13
934002,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Rhinopithecus_roxellana,Felis_silvestris,Rhinopithecus_roxellana,2020-04-23 21:06:24,2020-04-23 21:06:27,1,13
934003,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Incilius_alvarius2,Gypaetus_barbatus2,Incilius_alvarius2,2020-04-23 21:06:27,2020-04-23 21:06:31,1,13
934004,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Pholcus_phalangioides,Nasua_nasua,Pholcus_phalangioides,2020-04-23 21:06:31,2020-04-23 21:06:32,1,13
934005,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Pamphagidae,Struthio_camelus,Struthio_camelus,2020-04-23 21:06:32,2020-04-23 21:06:35,1,13
934006,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Thalassarche_cauta,Panthera_pardus2,Thalassarche_cauta,2020-04-23 21:06:35,2020-04-23 21:06:40,1,13
934007,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Harpia_Harpyja,Laticauda_laticaudata,Laticauda_laticaudata,2020-04-23 21:06:40,2020-04-23 21:06:42,1,13
934008,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Ara_ararauna,Spalax,Ara_ararauna,2020-04-23 21:06:42,2020-04-23 21:06:48,1,13
934009,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Gyps_rueppelli,Eulemur _coronatus,Gyps_rueppelli,2020-04-23 21:06:48,2020-04-23 21:06:51,1,13
934010,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Litoria_infrafrenata,Agalychnis_callidryas,Litoria_infrafrenata,2020-04-23 21:06:51,2020-04-23 21:06:53,1,13
934011,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Panthera_tigris2,Ara_chloropterus,Panthera_tigris2,2020-04-23 21:06:53,2020-04-23 21:06:58,1,13
934012,C_13_judge_fbd9ed780756ccc22da3549dffd9ab7c,Pithecia pithecia,Ara_chloropterus,Pithecia pithecia,2020-04-23 21:06:58,2020-04-23 21:07:02,1,13
936913,C_13_judge_29584de1e5a91f724942dd3a877b915f,Canis_lupus,Ursus_thibetanus,Ursus_thibetanus,2020-04-23 23:39:09,2020-04-23 23:39:15,1,13
936914,C_13_judge_29584de1e5a91f724942dd3a877b915f,Muscardinus_avellanarius,Eudyptes_chrysocome,Eudyptes_chrysocome,2020-04-23 23:39:15,2020-04-23 23:39:23,1,13
936915,C_13_judge_29584de1e5a91f724942dd3a877b915f,Phacochoerus_africanus,Morelia_spilota,Phacochoerus_africanus,2020-04-23 23:39:23,2020-04-23 23:39:25,1,13
936916,C_13_judge_29584de1e5a91f724942dd3a877b915f,Panthera_leo,Choloepus_didactylus3,Panthera_leo,2020-04-23 23:39:25,2020-04-23 23:39:27,1,13
936917,C_13_judge_29584de1e5a91f724942dd3a877b915f,Ailurus_fulgens,Incilius_alvarius,Incilius_alvarius,2020-04-23 23:39:27,2020-04-23 23:39:30,1,13
936918,C_13_judge_29584de1e5a91f724942dd3a877b915f,Muscardinus_avellanarius,Ursus_arctos_horribilis,Ursus_arctos_horribilis,2020-04-23 23:39:30,2020-04-23 23:39:31,1,13
936919,C_13_judge_29584de1e5a91f724942dd3a877b915f,Aonyx_cinereus2,Bison_bonasus,Bison_bonasus,2020-04-23 23:39:31,2020-04-23 23:39:34,1,13
936920,C_13_judge_29584de1e5a91f724942dd3a877b915f,Sus_scrofa,Podarcis_muralis,Sus_scrofa,2020-04-23 23:39:34,2020-04-23 23:39:36,1,13
936921,C_13_judge_29584de1e5a91f724942dd3a877b915f,Trichosurus_vulpecula,Eudyptes_chrysocome,Eudyptes_chrysocome,2020-04-23 23:39:36,2020-04-23 23:39:38,1,13
936922,C_13_judge_29584de1e5a91f724942dd3a877b915f,Crocodylus_porosus,Hylobates_agilis,Crocodylus_porosus,2020-04-23 23:39:38,2020-04-23 23:39:40,1,13
936923,C_13_judge_29584de1e5a91f724942dd3a877b915f,Trichosurus_vulpecula,Mygale,Mygale,2020-04-23 23:39:40,2020-04-23 23:39:41,1,13
936924,C_13_judge_29584de1e5a91f724942dd3a877b915f,Varecia_variegata,Rattus_norvegicus,Varecia_variegata,2020-04-23 23:39:41,2020-04-23 23:39:42,1,13
936925,C_13_judge_29584de1e5a91f724942dd3a877b915f,Oryctolagus_cuniculus2,Macaca_fuscata,Macaca_fuscata,2020-04-23 23:39:42,2020-04-23 23:39:43,1,13
936926,C_13_judge_29584de1e5a91f724942dd3a877b915f,Evarcha_arcuata,Phascolarctos_cinereus,Evarcha_arcuata,2020-04-23 23:39:43,2020-04-23 23:39:44,1,13
936927,C_13_judge_29584de1e5a91f724942dd3a877b915f,Papio_hamadryas,Vicugna_pacos,Papio_hamadryas,2020-04-23 23:39:44,2020-04-23 23:39:46,1,13
936928,C_13_judge_29584de1e5a91f724942dd3a877b915f,Pamphagidae,Athene_noctua2,Pamphagidae,2020-04-23 23:39:46,2020-04-23 23:39:49,1,13
936929,C_13_judge_29584de1e5a91f724942dd3a877b915f,Vipera_aspis,Carlito_syrichta,Vipera_aspis,2020-04-23 23:39:49,2020-04-23 23:39:50,1,13
936930,C_13_judge_29584de1e5a91f724942dd3a877b915f,Leopardus_wiedii,Stephanoaetus_coronatus,Stephanoaetus_coronatus,2020-04-23 23:39:50,2020-04-23 23:39:54,1,13
936931,C_13_judge_29584de1e5a91f724942dd3a877b915f,Sarcophilus_harrisii,Hemicentetes_semispinosus,Sarcophilus_harrisii,2020-04-23 23:39:54,2020-04-23 23:39:56,1,13
936932,C_13_judge_29584de1e5a91f724942dd3a877b915f,Chroicocephalus_scopulinus,Loxodonta_africana,Loxodonta_africana,2020-04-23 23:39:56,2020-04-23 23:39:57,1,13
936933,C_13_judge_29584de1e5a91f724942dd3a877b915f,Intellagama_lesueurii,Leptailurus_serval,Leptailurus_serval,2020-04-23 23:39:57,2020-04-23 23:39:59,1,13
936934,C_13_judge_29584de1e5a91f724942dd3a877b915f,Phascolarctos_cinereus2,Neofelis_nebulosa,Neofelis_nebulosa,2020-04-23 23:39:59,2020-04-23 23:40:00,1,13
936935,C_13_judge_29584de1e5a91f724942dd3a877b915f,Panthera_pardus_3,Incilius_alvarius2,Panthera_pardus_3,2020-04-23 23:40:00,2020-04-23 23:40:02,1,13
936936,C_13_judge_29584de1e5a91f724942dd3a877b915f,Nyctereutes_procyonoides,Arctocephalus forsteri,Nyctereutes_procyonoides,2020-04-23 23:40:02,2020-04-23 23:40:04,1,13
936937,C_13_judge_29584de1e5a91f724942dd3a877b915f,Leptailurus_serval,Rhinopithecus_roxellana,Rhinopithecus_roxellana,2020-04-23 23:40:04,2020-04-23 23:40:05,1,13
938488,C_13_judge_62d7891af2d082daca72133cfe1b3415,Taricha_torosa,Vicugna_pacos2,Taricha_torosa,2020-04-24 08:42:19,2020-04-24 08:42:31,1,13
938489,C_13_judge_62d7891af2d082daca72133cfe1b3415,Desmodus_rotondus,Notechis_scutatus,Notechis_scutatus,2020-04-24 08:42:31,2020-04-24 08:42:34,1,13
938490,C_13_judge_62d7891af2d082daca72133cfe1b3415,Arctocephalus forsteri,Panthera_leo3,Panthera_leo3,2020-04-24 08:42:34,2020-04-24 08:42:36,1,13
938491,C_13_judge_62d7891af2d082daca72133cfe1b3415,Athene_noctua2,Gorilla_Gorilla_Beringei,Gorilla_Gorilla_Beringei,2020-04-24 08:42:36,2020-04-24 08:42:38,1,13
938492,C_13_judge_62d7891af2d082daca72133cfe1b3415,Canis_lupus_familiaris2,Felis_catus,Felis_catus,2020-04-24 08:42:38,2020-04-24 08:42:40,1,13
938493,C_13_judge_62d7891af2d082daca72133cfe1b3415,Corvus2,Bufonidae,Bufonidae,2020-04-24 08:42:40,2020-04-24 08:42:42,1,13
938494,C_13_judge_62d7891af2d082daca72133cfe1b3415,Varecia_variegata,Balaeniceps_rex,Balaeniceps_rex,2020-04-24 08:42:42,2020-04-24 08:42:44,1,13
938495,C_13_judge_62d7891af2d082daca72133cfe1b3415,Panthera_pardus2,Lycaon_pictus2,Lycaon_pictus2,2020-04-24 08:42:44,2020-04-24 08:42:46,1,13
938496,C_13_judge_62d7891af2d082daca72133cfe1b3415,Cryptoprocto _ferox,Aonyx_cinereus2,Cryptoprocto _ferox,2020-04-24 08:42:46,2020-04-24 08:42:48,1,13
938497,C_13_judge_62d7891af2d082daca72133cfe1b3415,Bubo_bubo2,Varecia_variegata,Varecia_variegata,2020-04-24 08:42:48,2020-04-24 08:42:50,1,13
938498,C_13_judge_62d7891af2d082daca72133cfe1b3415,Pogona_vitticeps,Leopardus_wiedii,Pogona_vitticeps,2020-04-24 08:42:50,2020-04-24 08:42:51,1,13
938499,C_13_judge_62d7891af2d082daca72133cfe1b3415,Miopithecus_ogouensis,Equus_caballus,Miopithecus_ogouensis,2020-04-24 08:42:51,2020-04-24 08:42:53,1,13
938500,C_13_judge_62d7891af2d082daca72133cfe1b3415,Mandrillus_sphinx2,Gulo_gulo2,Mandrillus_sphinx2,2020-04-24 08:42:53,2020-04-24 08:42:56,1,13
938501,C_13_judge_62d7891af2d082daca72133cfe1b3415,Porphyrio_hochstetteri,Crotalus_atrox,Crotalus_atrox,2020-04-24 08:42:56,2020-04-24 08:42:57,1,13
938502,C_13_judge_62d7891af2d082daca72133cfe1b3415,Procyon_lotor,Chroicocephalus_scopulinus,Chroicocephalus_scopulinus,2020-04-24 08:42:57,2020-04-24 08:42:59,1,13
938503,C_13_judge_62d7891af2d082daca72133cfe1b3415,Intellagama_lesueurii,Tapirus_indicus,Intellagama_lesueurii,2020-04-24 08:42:59,2020-04-24 08:43:01,1,13
938504,C_13_judge_62d7891af2d082daca72133cfe1b3415,Rhyticeros_cassidix,Sus_scrofa,Sus_scrofa,2020-04-24 08:43:01,2020-04-24 08:43:02,1,13
938505,C_13_judge_62d7891af2d082daca72133cfe1b3415,Sula_nebouxii,Bubo_bubo2,Sula_nebouxii,2020-04-24 08:43:02,2020-04-24 08:43:04,1,13
938506,C_13_judge_62d7891af2d082daca72133cfe1b3415,Odonata2,Phascolarctos_cinereus,Odonata2,2020-04-24 08:43:04,2020-04-24 08:43:06,1,13
938507,C_13_judge_62d7891af2d082daca72133cfe1b3415,Litoria_infrafrenata,Panthera_uncia,Litoria_infrafrenata,2020-04-24 08:43:06,2020-04-24 08:43:08,1,13
938508,C_13_judge_62d7891af2d082daca72133cfe1b3415,Buprestidae,Dendroaspis_angusticeps,Dendroaspis_angusticeps,2020-04-24 08:43:08,2020-04-24 08:43:09,1,13
938509,C_13_judge_62d7891af2d082daca72133cfe1b3415,Myocastor_coypus,Sula_sula,Sula_sula,2020-04-24 08:43:09,2020-04-24 08:43:11,1,13
938510,C_13_judge_62d7891af2d082daca72133cfe1b3415,Varecia_variegata,Nasua_narica,Nasua_narica,2020-04-24 08:43:11,2020-04-24 08:43:13,1,13
938511,C_13_judge_62d7891af2d082daca72133cfe1b3415,Pan_paniscus2,Trichosurus_vulpecula,Pan_paniscus2,2020-04-24 08:43:13,2020-04-24 08:43:16,1,13
938512,C_13_judge_62d7891af2d082daca72133cfe1b3415,Rhinopithecus_roxellana,Aonyx_cinereus2,Rhinopithecus_roxellana,2020-04-24 08:43:16,2020-04-24 08:43:18,1,13
945038,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Vespula_germanica,Carlito_syrichta,Carlito_syrichta,2020-04-24 17:51:17,2020-04-24 17:51:24,1,13
945039,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Dasypus_novemcinctus,Lycaon_pictus2,Lycaon_pictus2,2020-04-24 17:51:24,2020-04-24 17:51:29,1,13
945040,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Ailuropoda_melanoleuca,Gypaetus_barbatus,Ailuropoda_melanoleuca,2020-04-24 17:51:29,2020-04-24 17:51:32,1,13
945041,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Calliphora_vomitoria,Nasua_narica,Nasua_narica,2020-04-24 17:51:32,2020-04-24 17:51:38,1,13
945042,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Trichosurus_vulpecula,Leptailurus_serval,Leptailurus_serval,2020-04-24 17:51:38,2020-04-24 17:51:41,1,13
945043,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Papio_hamadryas,Odonata,Papio_hamadryas,2020-04-24 17:51:41,2020-04-24 17:51:44,1,13
945044,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Vicugna_vicugna,Calloselasma rhodostoma,Calloselasma rhodostoma,2020-04-24 17:51:44,2020-04-24 17:51:47,1,13
945045,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Sula_sula,Panthera_pardus,Panthera_pardus,2020-04-24 17:51:47,2020-04-24 17:51:50,1,13
945046,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Lemur_catta,Alligator_mississippiensis,Alligator_mississippiensis,2020-04-24 17:51:50,2020-04-24 17:51:52,1,13
945047,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Zoropsis_spinimana,Otocolobus_manul,Otocolobus_manul,2020-04-24 17:51:52,2020-04-24 17:51:56,1,13
945048,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Ursus_thibetanus,Vespula_germanica,Ursus_thibetanus,2020-04-24 17:51:56,2020-04-24 17:51:58,1,13
945049,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Panthera_pardus2,Canis_lupus_familiaris2,Panthera_pardus2,2020-04-24 17:51:58,2020-04-24 17:52:00,1,13
945050,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Asio_flammeus,Neofelis_nebulosa,Neofelis_nebulosa,2020-04-24 17:52:00,2020-04-24 17:52:02,1,13
945051,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Stephanoaetus_coronatus,Litoria_infrafrenata,Stephanoaetus_coronatus,2020-04-24 17:52:02,2020-04-24 17:52:05,1,13
945052,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Rattus_norvegicus,Euphractus _sexcinctus,Euphractus _sexcinctus,2020-04-24 17:52:05,2020-04-24 17:52:08,1,13
945053,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Giraffa_camelopardalis_reticulata,Tauraco_leucotis,Giraffa_camelopardalis_reticulata,2020-04-24 17:52:08,2020-04-24 17:52:10,1,13
945054,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Taricha_torosa,Cynictis_penicillata,Cynictis_penicillata,2020-04-24 17:52:10,2020-04-24 17:52:16,1,13
945055,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Sarcophilus_harrisii,Muscardinus_avellanarius,Sarcophilus_harrisii,2020-04-24 17:52:16,2020-04-24 17:52:18,1,13
945056,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Spheniscus_humboldti,Asio_flammeus,Asio_flammeus,2020-04-24 17:52:18,2020-04-24 17:52:21,1,13
945057,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Conolophus_pallidus,Struthio_camelus,Struthio_camelus,2020-04-24 17:52:21,2020-04-24 17:52:29,1,13
945058,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Mygale,Felis_catus,Felis_catus,2020-04-24 17:52:29,2020-04-24 17:52:32,1,13
945059,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Canis_lupus,Lynx_rufus2,Canis_lupus,2020-04-24 17:52:32,2020-04-24 17:52:35,1,13
945060,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Choloepus_didactylus2,Nasua_narica,Nasua_narica,2020-04-24 17:52:35,2020-04-24 17:52:37,1,13
945061,C_13_judge_d5672a176cb2c0b48ba33374f878d052,Choloepus_didactylus3,Tauraco_leucotis,Tauraco_leucotis,2020-04-24 17:52:37,2020-04-24 17:52:40,1,13
